gi|50118966|ref|YP_048133.1|	gi|188532166|ref|YP_001905963.1|
gi|50122751|ref|YP_051918.1|	gi|188533675|ref|YP_001907472.1|
gi|50122752|ref|YP_051919.1|	gi|188532889|ref|YP_001906686.1|
gi|50122753|ref|YP_051920.1|	gi|188532888|ref|YP_001906685.1|
gi|50122754|ref|YP_051921.1|	gi|188532887|ref|YP_001906684.1|
gi|50122755|ref|YP_051922.1|	gi|188532886|ref|YP_001906683.1|
gi|50122756|ref|YP_051923.1|	gi|188532613|ref|YP_001906410.1|
gi|50122757|ref|YP_051924.1|	gi|188535035|ref|YP_001908832.1|
gi|50122758|ref|YP_051925.1|	gi|188535460|ref|YP_001909257.1|
gi|50122758|ref|YP_051925.1|	gi|188535460|ref|YP_001909257.1|
gi|50122759|ref|YP_051926.1|	gi|188533606|ref|YP_001907403.1|
gi|50122760|ref|YP_051927.1|	gi|188533492|ref|YP_001907289.1|
gi|50122761|ref|YP_051928.1|	gi|188535182|ref|YP_001908979.1|
gi|50122762|ref|YP_051929.1|	gi|188532884|ref|YP_001906681.1|
gi|50122763|ref|YP_051930.1|	gi|188535559|ref|YP_001909356.1|
gi|50122764|ref|YP_051931.1|	gi|188535174|ref|YP_001908971.1|
gi|161501870|ref|YP_051932.2|	gi|188532882|ref|YP_001906679.1|
gi|50122766|ref|YP_051933.1|	gi|188532881|ref|YP_001906678.1|
gi|229220651|ref|YP_051934.2|	gi|188532880|ref|YP_001906677.1|
gi|50122768|ref|YP_051935.1|	gi|188532547|ref|YP_001906344.1|
gi|50122769|ref|YP_051936.1|	gi|188532341|ref|YP_001906138.1|
gi|50122770|ref|YP_051937.1|	gi|188532891|ref|YP_001906688.1|
gi|50122771|ref|YP_051938.1|	gi|188532879|ref|YP_001906676.1|
gi|50122772|ref|YP_051939.1|	gi|188533209|ref|YP_001907006.1|
gi|50122773|ref|YP_051940.1|	gi|188532878|ref|YP_001906675.1|
gi|50122774|ref|YP_051941.1|	gi|188532877|ref|YP_001906674.1|
gi|50122775|ref|YP_051942.1|	gi|188532876|ref|YP_001906673.1|
gi|50122776|ref|YP_051943.1|	gi|188532875|ref|YP_001906672.1|
gi|50122777|ref|YP_051944.1|	gi|188532874|ref|YP_001906671.1|
gi|50122778|ref|YP_051945.1|	gi|188532873|ref|YP_001906670.1|
gi|50122779|ref|YP_051946.1|	gi|188532872|ref|YP_001906669.1|
gi|50122780|ref|YP_051947.1|	gi|188532871|ref|YP_001906668.1|
gi|50122781|ref|YP_051948.1|	gi|188532870|ref|YP_001906667.1|
gi|50122782|ref|YP_051949.1|	gi|188532869|ref|YP_001906666.1|
gi|50122783|ref|YP_051950.1|	gi|188534591|ref|YP_001908388.1|
gi|50122784|ref|YP_051951.1|	gi|188533596|ref|YP_001907393.1|
gi|50122785|ref|YP_051952.1|	gi|188532868|ref|YP_001906665.1|
gi|50122786|ref|YP_051953.1|	gi|188532169|ref|YP_001905966.1|
gi|50122787|ref|YP_051954.1|	gi|188534257|ref|YP_001908054.1|
gi|50122788|ref|YP_051955.1|	gi|188532867|ref|YP_001906664.1|
gi|50122789|ref|YP_051956.1|	gi|188532278|ref|YP_001906075.1|
gi|50122790|ref|YP_051957.1|	gi|188534220|ref|YP_001908017.1|
gi|50122791|ref|YP_051958.1|	gi|188532866|ref|YP_001906663.1|
gi|50122792|ref|YP_051959.1|	gi|188532865|ref|YP_001906662.1|
gi|50122793|ref|YP_051960.1|	gi|188532863|ref|YP_001906660.1|
gi|50122794|ref|YP_051961.1|	gi|188532862|ref|YP_001906659.1|
gi|50122795|ref|YP_051962.1|	gi|188532861|ref|YP_001906658.1|
gi|50122796|ref|YP_051963.1|	gi|188532860|ref|YP_001906657.1|
gi|50122797|ref|YP_051964.1|	gi|188532859|ref|YP_001906656.1|
gi|50122798|ref|YP_051965.1|	gi|188532858|ref|YP_001906655.1|
gi|50122799|ref|YP_051966.1|	gi|188532857|ref|YP_001906654.1|
gi|50122800|ref|YP_051967.1|	gi|188533523|ref|YP_001907320.1|
gi|50122801|ref|YP_051968.1|	gi|188532855|ref|YP_001906652.1|
gi|50122802|ref|YP_051969.1|	gi|188532853|ref|YP_001906650.1|
gi|50122803|ref|YP_051970.1|	gi|188532852|ref|YP_001906649.1|
gi|50122804|ref|YP_051971.1|	gi|188532331|ref|YP_001906128.1|
gi|50122805|ref|YP_051972.1|	gi|188535409|ref|YP_001909206.1|
gi|50122806|ref|YP_051973.1|	gi|188532850|ref|YP_001906647.1|
gi|50122807|ref|YP_051974.1|	gi|188533209|ref|YP_001907006.1|
gi|50122808|ref|YP_051975.1|	gi|188532849|ref|YP_001906646.1|
gi|50122809|ref|YP_051976.1|	gi|188532848|ref|YP_001906645.1|
gi|50122810|ref|YP_051977.1|	gi|188532847|ref|YP_001906644.1|
gi|50122811|ref|YP_051978.1|	gi|188532846|ref|YP_001906643.1|
gi|50122812|ref|YP_051979.1|	gi|188532845|ref|YP_001906642.1|
gi|50122813|ref|YP_051980.1|	gi|188533164|ref|YP_001906961.1|
gi|50122814|ref|YP_051981.1|	gi|188532843|ref|YP_001906640.1|
gi|50122815|ref|YP_051982.1|	gi|188532842|ref|YP_001906639.1|
gi|50122816|ref|YP_051983.1|	gi|188532185|ref|YP_001905982.1|
gi|50122817|ref|YP_051984.1|	gi|188532841|ref|YP_001906638.1|
gi|50122818|ref|YP_051985.1|	gi|188532840|ref|YP_001906637.1|
gi|50122819|ref|YP_051986.1|	gi|188532839|ref|YP_001906636.1|
gi|50122820|ref|YP_051987.1|	gi|188532838|ref|YP_001906635.1|
gi|50122821|ref|YP_051988.1|	gi|188532837|ref|YP_001906634.1|
gi|50122822|ref|YP_051989.1|	gi|188532826|ref|YP_001906623.1|
gi|50122823|ref|YP_051990.1|	gi|188533606|ref|YP_001907403.1|
gi|50122824|ref|YP_051991.1|	gi|188532825|ref|YP_001906622.1|
gi|50122825|ref|YP_051992.1|	gi|188532824|ref|YP_001906621.1|
gi|50122826|ref|YP_051993.1|	gi|188534927|ref|YP_001908724.1|
gi|50122827|ref|YP_051994.1|	gi|188534928|ref|YP_001908725.1|
gi|50122828|ref|YP_051995.1|	gi|188534929|ref|YP_001908726.1|
gi|50122829|ref|YP_051996.1|	gi|188534930|ref|YP_001908727.1|
gi|50122830|ref|YP_051997.1|	gi|188534931|ref|YP_001908728.1|
gi|50122831|ref|YP_051998.1|	gi|188534932|ref|YP_001908729.1|
gi|50122832|ref|YP_051999.1|	gi|188534933|ref|YP_001908730.1|
gi|50122833|ref|YP_052000.1|	gi|188534934|ref|YP_001908731.1|
gi|50122834|ref|YP_052001.1|	gi|188534935|ref|YP_001908732.1|
gi|50122835|ref|YP_052002.1|	gi|188534936|ref|YP_001908733.1|
gi|50122836|ref|YP_052003.1|	gi|188534937|ref|YP_001908734.1|
gi|50122837|ref|YP_052004.1|	gi|188532539|ref|YP_001906336.1|
gi|50122838|ref|YP_052005.1|	gi|188534945|ref|YP_001908742.1|
gi|50122839|ref|YP_052006.1|	gi|188534897|ref|YP_001908694.1|
gi|50122840|ref|YP_052007.1|	gi|188534946|ref|YP_001908743.1|
gi|50122841|ref|YP_052008.1|	gi|188534948|ref|YP_001908745.1|
gi|50122842|ref|YP_052009.1|	gi|188534949|ref|YP_001908746.1|
gi|50122843|ref|YP_052010.1|	gi|188534950|ref|YP_001908747.1|
gi|50122844|ref|YP_052011.1|	gi|188534951|ref|YP_001908748.1|
gi|50122845|ref|YP_052012.1|	gi|188534952|ref|YP_001908749.1|
gi|50122846|ref|YP_052013.1|	gi|188534953|ref|YP_001908750.1|
gi|50122847|ref|YP_052014.1|	gi|188535055|ref|YP_001908852.1|
gi|50122848|ref|YP_052015.1|	gi|188535054|ref|YP_001908851.1|
gi|50122849|ref|YP_052016.1|	gi|188535080|ref|YP_001908877.1|
gi|50122850|ref|YP_052017.1|	gi|188535081|ref|YP_001908878.1|
gi|50122851|ref|YP_052018.1|	gi|188535082|ref|YP_001908879.1|
gi|50122852|ref|YP_052019.1|	gi|188535083|ref|YP_001908880.1|
gi|50122853|ref|YP_052020.1|	gi|188535084|ref|YP_001908881.1|
gi|50122854|ref|YP_052021.1|	gi|188535085|ref|YP_001908882.1|
gi|50122855|ref|YP_052022.1|	gi|188535086|ref|YP_001908883.1|
gi|50122856|ref|YP_052023.1|	gi|188535087|ref|YP_001908884.1|
gi|50122857|ref|YP_052024.1|	gi|188535088|ref|YP_001908885.1|
gi|50122858|ref|YP_052025.1|	gi|188535089|ref|YP_001908886.1|
gi|50122859|ref|YP_052026.1|	gi|188535090|ref|YP_001908887.1|
gi|50122860|ref|YP_052027.1|	gi|188533787|ref|YP_001907584.1|
gi|50122861|ref|YP_052028.1|	gi|188534283|ref|YP_001908080.1|
gi|50122862|ref|YP_052029.1|	gi|188534667|ref|YP_001908464.1|
gi|50122863|ref|YP_052030.1|	gi|188533270|ref|YP_001907067.1|
gi|50122864|ref|YP_052031.1|	gi|188535170|ref|YP_001908967.1|
gi|50122865|ref|YP_052032.1|	gi|188535398|ref|YP_001909195.1|
gi|50122866|ref|YP_052033.1|	gi|188534616|ref|YP_001908413.1|
gi|50122867|ref|YP_052034.1|	gi|188533582|ref|YP_001907379.1|
gi|50122868|ref|YP_052035.1|	gi|188533054|ref|YP_001906851.1|
gi|50122869|ref|YP_052036.1|	gi|188533833|ref|YP_001907630.1|
gi|50122870|ref|YP_052037.1|	gi|188535204|ref|YP_001909001.1|
gi|50122871|ref|YP_052038.1|	gi|188532867|ref|YP_001906664.1|
gi|50122872|ref|YP_052039.1|	gi|188534856|ref|YP_001908653.1|
gi|50122873|ref|YP_052040.1|	gi|188534277|ref|YP_001908074.1|
gi|50122874|ref|YP_052041.1|	gi|188535298|ref|YP_001909095.1|
gi|50122875|ref|YP_052042.1|	gi|188534247|ref|YP_001908044.1|
gi|50122876|ref|YP_052043.1|	gi|188534245|ref|YP_001908042.1|
gi|50122877|ref|YP_052044.1|	gi|188532756|ref|YP_001906553.1|
gi|50122878|ref|YP_052045.1|	gi|188534534|ref|YP_001908331.1|
gi|50122879|ref|YP_052046.1|	gi|188535160|ref|YP_001908957.1|
gi|50122880|ref|YP_052047.1|	gi|188535339|ref|YP_001909136.1|
gi|50122881|ref|YP_052048.1|	gi|188533692|ref|YP_001907489.1|
gi|50122882|ref|YP_052049.1|	gi|188533887|ref|YP_001907684.1|
gi|50122883|ref|YP_052050.1|	gi|188535143|ref|YP_001908940.1|
gi|50122884|ref|YP_052051.1|	gi|229597251|ref|YP_001908888.2|
gi|50122885|ref|YP_052052.1|	gi|188535092|ref|YP_001908889.1|
gi|50122886|ref|YP_052053.1|	gi|188535093|ref|YP_001908890.1|
gi|50122887|ref|YP_052054.1|	gi|188535094|ref|YP_001908891.1|
gi|50122888|ref|YP_052055.1|	gi|188535095|ref|YP_001908892.1|
gi|50122889|ref|YP_052056.1|	gi|188534433|ref|YP_001908230.1|
gi|50122890|ref|YP_052057.1|	gi|188534432|ref|YP_001908229.1|
gi|50122891|ref|YP_052058.1|	gi|188534012|ref|YP_001907809.1|
gi|50122892|ref|YP_052059.1|	gi|188532516|ref|YP_001906313.1|
gi|50122893|ref|YP_052060.1|	gi|188535096|ref|YP_001908893.1|
gi|50122894|ref|YP_052061.1|	gi|188532567|ref|YP_001906364.1|
gi|50122895|ref|YP_052062.1|	gi|188535097|ref|YP_001908894.1|
gi|50122896|ref|YP_052063.1|	gi|188535098|ref|YP_001908895.1|
gi|50122897|ref|YP_052064.1|	gi|188535099|ref|YP_001908896.1|
gi|50122898|ref|YP_052065.1|	gi|188535100|ref|YP_001908897.1|
gi|50122899|ref|YP_052066.1|	gi|188535228|ref|YP_001909025.1|
gi|50122900|ref|YP_052067.1|	gi|188532629|ref|YP_001906426.1|
gi|50122901|ref|YP_052068.1|	gi|188535229|ref|YP_001909026.1|
gi|50122902|ref|YP_052069.1|	gi|188534666|ref|YP_001908463.1|
gi|50122903|ref|YP_052070.1|	gi|188535231|ref|YP_001909028.1|
gi|50122904|ref|YP_052071.1|	gi|188534062|ref|YP_001907859.1|
gi|50122905|ref|YP_052072.1|	gi|188535149|ref|YP_001908946.1|
gi|50122906|ref|YP_052073.1|	gi|188535517|ref|YP_001909314.1|
gi|50122907|ref|YP_052074.1|	gi|188534519|ref|YP_001908316.1|
gi|50122908|ref|YP_052075.1|	gi|188534686|ref|YP_001908483.1|
gi|50122909|ref|YP_052076.1|	gi|188532778|ref|YP_001906575.1|
gi|50122910|ref|YP_052077.1|	gi|188534112|ref|YP_001907909.1|
gi|50122911|ref|YP_052078.1|	gi|188532356|ref|YP_001906153.1|
gi|50122912|ref|YP_052079.1|	gi|188535237|ref|YP_001909034.1|
gi|50122913|ref|YP_052080.1|	gi|188535238|ref|YP_001909035.1|
gi|50122914|ref|YP_052081.1|	gi|188535239|ref|YP_001909036.1|
gi|50122915|ref|YP_052082.1|	gi|188535240|ref|YP_001909037.1|
gi|50122916|ref|YP_052083.1|	gi|188533748|ref|YP_001907545.1|
gi|50122917|ref|YP_052084.1|	gi|188535241|ref|YP_001909038.1|
gi|50122918|ref|YP_052085.1|	gi|188535242|ref|YP_001909039.1|
gi|50122919|ref|YP_052086.1|	gi|188535243|ref|YP_001909040.1|
gi|50122920|ref|YP_052087.1|	gi|188535244|ref|YP_001909041.1|
gi|50122921|ref|YP_052088.1|	gi|188535245|ref|YP_001909042.1|
gi|50122922|ref|YP_052089.1|	gi|188535246|ref|YP_001909043.1|
gi|50122923|ref|YP_052090.1|	gi|188535247|ref|YP_001909044.1|
gi|50122924|ref|YP_052091.1|	gi|188535425|ref|YP_001909222.1|
gi|50122925|ref|YP_052092.1|	gi|188535252|ref|YP_001909049.1|
gi|50122926|ref|YP_052093.1|	gi|188535253|ref|YP_001909050.1|
gi|50122927|ref|YP_052094.1|	gi|188535254|ref|YP_001909051.1|
gi|50122928|ref|YP_052095.1|	gi|188535255|ref|YP_001909052.1|
gi|50122929|ref|YP_052096.1|	gi|188535256|ref|YP_001909053.1|
gi|50122930|ref|YP_052097.1|	gi|188535257|ref|YP_001909054.1|
gi|50122931|ref|YP_052098.1|	gi|188535258|ref|YP_001909055.1|
gi|50122932|ref|YP_052099.1|	gi|188535259|ref|YP_001909056.1|
gi|50122933|ref|YP_052100.1|	gi|188535260|ref|YP_001909057.1|
gi|50122934|ref|YP_052101.1|	gi|188535261|ref|YP_001909058.1|
gi|50122935|ref|YP_052102.1|	gi|188535262|ref|YP_001909059.1|
gi|50122936|ref|YP_052103.1|	gi|188535263|ref|YP_001909060.1|
gi|50122937|ref|YP_052104.1|	gi|188535264|ref|YP_001909061.1|
gi|50122938|ref|YP_052105.1|	gi|188535265|ref|YP_001909062.1|
gi|50122939|ref|YP_052106.1|	gi|188535266|ref|YP_001909063.1|
gi|50122940|ref|YP_052107.1|	gi|188535267|ref|YP_001909064.1|
gi|50122941|ref|YP_052108.1|	gi|188535268|ref|YP_001909065.1|
gi|50122942|ref|YP_052109.1|	gi|188535269|ref|YP_001909066.1|
gi|50122943|ref|YP_052110.1|	gi|188535270|ref|YP_001909067.1|
gi|50122944|ref|YP_052111.1|	gi|188535271|ref|YP_001909068.1|
gi|50122945|ref|YP_052112.1|	gi|188535272|ref|YP_001909069.1|
gi|50122946|ref|YP_052113.1|	gi|188535273|ref|YP_001909070.1|
gi|50122947|ref|YP_052114.1|	gi|188535274|ref|YP_001909071.1|
gi|50122948|ref|YP_052115.1|	gi|188535275|ref|YP_001909072.1|
gi|50122949|ref|YP_052116.1|	gi|188535276|ref|YP_001909073.1|
gi|50122950|ref|YP_052117.1|	gi|188535277|ref|YP_001909074.1|
gi|50122951|ref|YP_052118.1|	gi|188535279|ref|YP_001909076.1|
gi|50122952|ref|YP_052119.1|	gi|188535280|ref|YP_001909077.1|
gi|50122953|ref|YP_052120.1|	gi|188534392|ref|YP_001908189.1|
gi|50122954|ref|YP_052121.1|	gi|188533856|ref|YP_001907653.1|
gi|50122954|ref|YP_052121.1|	gi|188533856|ref|YP_001907653.1|
gi|50122955|ref|YP_052122.1|	gi|188532307|ref|YP_001906104.1|
gi|50122956|ref|YP_052123.1|	gi|188535282|ref|YP_001909079.1|
gi|50122957|ref|YP_052124.1|	gi|188535283|ref|YP_001909080.1|
gi|50122958|ref|YP_052125.1|	gi|188535284|ref|YP_001909081.1|
gi|50122959|ref|YP_052126.1|	gi|188535285|ref|YP_001909082.1|
gi|50122960|ref|YP_052127.1|	gi|188535286|ref|YP_001909083.1|
gi|50122961|ref|YP_052128.1|	gi|188535287|ref|YP_001909084.1|
gi|50122962|ref|YP_052129.1|	gi|188535288|ref|YP_001909085.1|
gi|50122963|ref|YP_052130.1|	gi|188533937|ref|YP_001907734.1|
gi|50122964|ref|YP_052131.1|	gi|188532493|ref|YP_001906290.1|
gi|50122965|ref|YP_052132.1|	gi|188532492|ref|YP_001906289.1|
gi|50122966|ref|YP_052133.1|	gi|188533159|ref|YP_001906956.1|
gi|50122967|ref|YP_052134.1|	gi|188534959|ref|YP_001908756.1|
gi|50122968|ref|YP_052135.1|	gi|188533306|ref|YP_001907103.1|
gi|50122969|ref|YP_052136.1|	gi|188535289|ref|YP_001909086.1|
gi|50122970|ref|YP_052137.1|	gi|188535290|ref|YP_001909087.1|
gi|50122971|ref|YP_052138.1|	gi|188532764|ref|YP_001906561.1|
gi|50122972|ref|YP_052139.1|	gi|188534371|ref|YP_001908168.1|
gi|50122973|ref|YP_052140.1|	gi|188534154|ref|YP_001907951.1|
gi|50122974|ref|YP_052141.1|	gi|188535291|ref|YP_001909088.1|
gi|50122975|ref|YP_052142.1|	gi|188535292|ref|YP_001909089.1|
gi|50122976|ref|YP_052143.1|	gi|188535293|ref|YP_001909090.1|
gi|50122977|ref|YP_052144.1|	gi|188535294|ref|YP_001909091.1|
gi|50122978|ref|YP_052145.1|	gi|188535295|ref|YP_001909092.1|
gi|50122979|ref|YP_052146.1|	gi|188535300|ref|YP_001909097.1|
gi|50122980|ref|YP_052147.1|	gi|188535301|ref|YP_001909098.1|
gi|50122981|ref|YP_052148.1|	gi|188535302|ref|YP_001909099.1|
gi|50122982|ref|YP_052149.1|	gi|188535303|ref|YP_001909100.1|
gi|50122983|ref|YP_052150.1|	gi|188535304|ref|YP_001909101.1|
gi|50122984|ref|YP_052151.1|	gi|188535305|ref|YP_001909102.1|
gi|50122985|ref|YP_052152.1|	gi|188535307|ref|YP_001909104.1|
gi|50122986|ref|YP_052153.1|	gi|188535308|ref|YP_001909105.1|
gi|50122987|ref|YP_052154.1|	gi|188535263|ref|YP_001909060.1|
gi|50122988|ref|YP_052155.1|	gi|188532884|ref|YP_001906681.1|
gi|50122989|ref|YP_052156.1|	gi|188533393|ref|YP_001907190.1|
gi|50122990|ref|YP_052157.1|	gi|188533214|ref|YP_001907011.1|
gi|50122991|ref|YP_052158.1|	gi|188535309|ref|YP_001909106.1|
gi|50122992|ref|YP_052159.1|	gi|188534702|ref|YP_001908499.1|
gi|50122993|ref|YP_052160.1|	gi|188534701|ref|YP_001908498.1|
gi|50122994|ref|YP_052161.1|	gi|188534700|ref|YP_001908497.1|
gi|50122995|ref|YP_052162.1|	gi|188534699|ref|YP_001908496.1|
gi|50122996|ref|YP_052163.1|	gi|188534698|ref|YP_001908495.1|
gi|50122997|ref|YP_052164.1|	gi|188534042|ref|YP_001907839.1|
gi|50122998|ref|YP_052165.1|	gi|188533437|ref|YP_001907234.1|
gi|50122999|ref|YP_052166.1|	gi|188533857|ref|YP_001907654.1|
gi|50122999|ref|YP_052166.1|	gi|188533857|ref|YP_001907654.1|
gi|50123000|ref|YP_052167.1|	gi|188533857|ref|YP_001907654.1|
gi|50123001|ref|YP_052168.1|	gi|188534827|ref|YP_001908624.1|
gi|50123002|ref|YP_052169.1|	gi|188533324|ref|YP_001907121.1|
gi|50123003|ref|YP_052170.1|	gi|188534298|ref|YP_001908095.1|
gi|50123004|ref|YP_052171.1|	gi|188533326|ref|YP_001907123.1|
gi|50123005|ref|YP_052172.1|	gi|188533323|ref|YP_001907120.1|
gi|50123006|ref|YP_052173.1|	gi|188533383|ref|YP_001907180.1|
gi|50123007|ref|YP_052174.1|	gi|188535313|ref|YP_001909110.1|
gi|50123008|ref|YP_052175.1|	gi|188535314|ref|YP_001909111.1|
gi|50123009|ref|YP_052176.1|	gi|188535315|ref|YP_001909112.1|
gi|50123010|ref|YP_052177.1|	gi|188535316|ref|YP_001909113.1|
gi|50123011|ref|YP_052178.1|	gi|188535317|ref|YP_001909114.1|
gi|50123012|ref|YP_052179.1|	gi|188535318|ref|YP_001909115.1|
gi|50123013|ref|YP_052180.1|	gi|188535319|ref|YP_001909116.1|
gi|229220650|ref|YP_052181.2|	gi|188535320|ref|YP_001909117.1|
gi|50123015|ref|YP_052182.1|	gi|188535321|ref|YP_001909118.1|
gi|50123016|ref|YP_052183.1|	gi|188535301|ref|YP_001909098.1|
gi|50123017|ref|YP_052184.1|	gi|188533192|ref|YP_001906989.1|
gi|50123018|ref|YP_052185.1|	gi|188535324|ref|YP_001909121.1|
gi|50123019|ref|YP_052186.1|	gi|188535325|ref|YP_001909122.1|
gi|50123020|ref|YP_052187.1|	gi|188535326|ref|YP_001909123.1|
gi|50123021|ref|YP_052188.1|	gi|188534974|ref|YP_001908771.1|
gi|50123022|ref|YP_052189.1|	gi|188535327|ref|YP_001909124.1|
gi|50123023|ref|YP_052190.1|	gi|188532197|ref|YP_001905994.1|
gi|50123024|ref|YP_052191.1|	gi|188535328|ref|YP_001909125.1|
gi|50123025|ref|YP_052192.1|	gi|188535329|ref|YP_001909126.1|
gi|50123026|ref|YP_052193.1|	gi|188535330|ref|YP_001909127.1|
gi|50123027|ref|YP_052194.1|	gi|188535331|ref|YP_001909128.1|
gi|50123028|ref|YP_052195.1|	gi|188535332|ref|YP_001909129.1|
gi|50123029|ref|YP_052196.1|	gi|188533972|ref|YP_001907769.1|
gi|50123030|ref|YP_052197.1|	gi|188532620|ref|YP_001906417.1|
gi|50123031|ref|YP_052198.1|	gi|188534645|ref|YP_001908442.1|
gi|50123032|ref|YP_052199.1|	gi|188532252|ref|YP_001906049.1|
gi|50123033|ref|YP_052200.1|	gi|188534869|ref|YP_001908666.1|
gi|50123034|ref|YP_052201.1|	gi|188534945|ref|YP_001908742.1|
gi|50123035|ref|YP_052202.1|	gi|188532622|ref|YP_001906419.1|
gi|50123036|ref|YP_052203.1|	gi|188535148|ref|YP_001908945.1|
gi|50123037|ref|YP_052204.1|	gi|188532663|ref|YP_001906460.1|
gi|50123038|ref|YP_052205.1|	gi|188535334|ref|YP_001909131.1|
gi|50123039|ref|YP_052206.1|	gi|188532618|ref|YP_001906415.1|
gi|50123040|ref|YP_052207.1|	gi|188533607|ref|YP_001907404.1|
gi|50123041|ref|YP_052208.1|	gi|188534436|ref|YP_001908233.1|
gi|50123042|ref|YP_052209.1|	gi|188535335|ref|YP_001909132.1|
gi|50123043|ref|YP_052210.1|	gi|188534686|ref|YP_001908483.1|
gi|50123044|ref|YP_052211.1|	gi|188534311|ref|YP_001908108.1|
gi|50123045|ref|YP_052212.1|	gi|188533048|ref|YP_001906845.1|
gi|50123046|ref|YP_052213.1|	gi|188533706|ref|YP_001907503.1|
gi|50123047|ref|YP_052214.1|	gi|188533450|ref|YP_001907247.1|
gi|50123048|ref|YP_052215.1|	gi|188534110|ref|YP_001907907.1|
gi|50123049|ref|YP_052216.1|	gi|188533214|ref|YP_001907011.1|
gi|50123050|ref|YP_052217.1|	gi|188533580|ref|YP_001907377.1|
gi|50123050|ref|YP_052217.1|	gi|188533580|ref|YP_001907377.1|
gi|50123051|ref|YP_052218.1|	gi|188533224|ref|YP_001907021.1|
gi|50123052|ref|YP_052219.1|	gi|188535339|ref|YP_001909136.1|
gi|50123053|ref|YP_052220.1|	gi|188535340|ref|YP_001909137.1|
gi|50123054|ref|YP_052221.1|	gi|188535341|ref|YP_001909138.1|
gi|50123055|ref|YP_052222.1|	gi|188535343|ref|YP_001909140.1|
gi|50123056|ref|YP_052223.1|	gi|188535356|ref|YP_001909153.1|
gi|50123057|ref|YP_052224.1|	gi|188535344|ref|YP_001909141.1|
gi|50123058|ref|YP_052225.1|	gi|188535345|ref|YP_001909142.1|
gi|50123059|ref|YP_052226.1|	gi|188535352|ref|YP_001909149.1|
gi|50123060|ref|YP_052227.1|	gi|188535001|ref|YP_001908798.1|
gi|50123061|ref|YP_052228.1|	gi|188535353|ref|YP_001909150.1|
gi|50123062|ref|YP_052229.1|	gi|188532788|ref|YP_001906585.1|
gi|50123063|ref|YP_052230.1|	gi|188533364|ref|YP_001907161.1|
gi|50123064|ref|YP_052231.1|	gi|188534276|ref|YP_001908073.1|
gi|50123065|ref|YP_052232.1|	gi|188534873|ref|YP_001908670.1|
gi|50123066|ref|YP_052233.1|	gi|188533999|ref|YP_001907796.1|
gi|50123067|ref|YP_052234.1|	gi|188535356|ref|YP_001909153.1|
gi|50123068|ref|YP_052235.1|	gi|188535357|ref|YP_001909154.1|
gi|50123069|ref|YP_052236.1|	gi|188535358|ref|YP_001909155.1|
gi|50123070|ref|YP_052237.1|	gi|188535359|ref|YP_001909156.1|
gi|50123071|ref|YP_052238.1|	gi|188535360|ref|YP_001909157.1|
gi|50123072|ref|YP_052239.1|	gi|188532647|ref|YP_001906444.1|
gi|50123073|ref|YP_052240.1|	gi|188533618|ref|YP_001907415.1|
gi|50123074|ref|YP_052241.1|	gi|188533011|ref|YP_001906808.1|
gi|50123075|ref|YP_052242.1|	gi|188535361|ref|YP_001909158.1|
gi|50123076|ref|YP_052243.1|	gi|188533467|ref|YP_001907264.1|
gi|50123077|ref|YP_052244.1|	gi|188533724|ref|YP_001907521.1|
gi|50123078|ref|YP_052245.1|	gi|188535362|ref|YP_001909159.1|
gi|50123079|ref|YP_052246.1|	gi|188535363|ref|YP_001909160.1|
gi|50123080|ref|YP_052247.1|	gi|188535364|ref|YP_001909161.1|
gi|50123081|ref|YP_052248.1|	gi|188534141|ref|YP_001907938.1|
gi|50123082|ref|YP_052249.1|	gi|188535365|ref|YP_001909162.1|
gi|50123083|ref|YP_052250.1|	gi|188533958|ref|YP_001907755.1|
gi|50123084|ref|YP_052251.1|	gi|188535427|ref|YP_001909224.1|
gi|50123085|ref|YP_052252.1|	gi|188535353|ref|YP_001909150.1|
gi|50123086|ref|YP_052253.1|	gi|188532384|ref|YP_001906181.1|
gi|50123087|ref|YP_052254.1|	gi|188535371|ref|YP_001909168.1|
gi|50123088|ref|YP_052255.1|	gi|188532383|ref|YP_001906180.1|
gi|50123089|ref|YP_052256.1|	gi|188532382|ref|YP_001906179.1|
gi|50123090|ref|YP_052257.1|	gi|188532381|ref|YP_001906178.1|
gi|50123091|ref|YP_052258.1|	gi|188532867|ref|YP_001906664.1|
gi|50123092|ref|YP_052259.1|	gi|188532380|ref|YP_001906177.1|
gi|50123093|ref|YP_052260.1|	gi|188532379|ref|YP_001906176.1|
gi|50123094|ref|YP_052261.1|	gi|188532378|ref|YP_001906175.1|
gi|50123095|ref|YP_052262.1|	gi|188533558|ref|YP_001907355.1|
gi|50123096|ref|YP_052263.1|	gi|188534157|ref|YP_001907954.1|
gi|50123097|ref|YP_052264.1|	gi|188532377|ref|YP_001906174.1|
gi|50123098|ref|YP_052265.1|	gi|188534912|ref|YP_001908709.1|
gi|50123099|ref|YP_052266.1|	gi|188532376|ref|YP_001906173.1|
gi|50123100|ref|YP_052267.1|	gi|188532375|ref|YP_001906172.1|
gi|50123101|ref|YP_052268.1|	gi|188532374|ref|YP_001906171.1|
gi|50123102|ref|YP_052269.1|	gi|188532373|ref|YP_001906170.1|
gi|50123103|ref|YP_052270.1|	gi|188532372|ref|YP_001906169.1|
